code,name,latest_price,change_pct,volume,turnover,market_cap_cny,float_market_cap_cny,pe_dynamic,pb,market_cap_100m_cny,float_market_cap_100m_cny,ts_code,area,industry,market,list_date,industry_boards,concept_boards,updated_at
603278,大业股份,10.25,-5.18,118102.0,123160345.0,3503033768.0,3503033768.0,-35.66,1.81,35.03033768,35.03033768,603278.SH,山东,钢加工,主板,20171113,钢加工,,2026-06-29 13:11:43
603682,锦和商管,7.41,0.68,123280.0,92398095.0,3501225000.0,3501225000.0,96.06,5.38,35.01225,35.01225,603682.SH,上海,房产服务,主板,20200421,房产服务,,2026-06-29 13:11:43
300698,万马科技,26.09,-6.02,28835.0,77419530.58,3496060000.0,3092863653.0,144.18,6.53,34.9606,30.92863653,300698.SZ,浙江,通信设备,创业板,20170831,通信设备,,2026-06-29 13:11:43
600289,ST信通,5.54,3.17,32196.0,17531505.0,3496028462.0,3135211669.0,-17.53,3.89,34.96028462,31.35211669,600289.SH,黑龙江,软件服务,主板,20000720,软件服务,,2026-06-29 13:11:43
002575,群兴玩具,5.67,-2.74,205933.0,117132142.0,3495555000.0,3313125585.0,-981.49,4.15,34.95555,33.13125585,002575.SZ,广东,文教休闲,主板,20110422,文教休闲,,2026-06-29 13:11:43
002868,绿康生化,22.47,-0.04,21676.0,48198155.0,3492193857.0,2404346265.0,142.91,50.24,34.92193857,24.04346265,002868.SZ,福建,农业综合,主板,20170503,农业综合,,2026-06-29 13:11:43
300955,嘉亨家化,34.64,-3.24,15666.0,54790365.76,3491712000.0,3491712000.0,-208.64,4.03,34.91712,34.91712,300955.SZ,福建,日用化工,创业板,20210324,日用化工,,2026-06-29 13:11:43
688247,宣泰医药,7.7,6.06,30316.0,22457916.0,3490718000.0,3490718000.0,52.69,2.68,34.90718,34.90718,688247.SH,上海,化学制药,科创板,20220825,化学制药,,2026-06-29 13:11:43
000779,甘咨询,7.5,-2.09,116841.0,85378115.35,3486220890.0,3485797538.0,14.96,0.88,34.8622089,34.85797538,000779.SZ,甘肃,建筑工程,主板,19970528,建筑工程,,2026-06-29 13:11:43
600800,渤海化学,3.14,-2.48,144478.0,46060182.0,3485541978.0,3484552878.0,-6.1,3.56,34.85541978,34.84552878,600800.SH,天津,化工原料,主板,19931206,化工原料,,2026-06-29 13:11:43
603335,迪生力,8.14,-9.96,608322.0,517061166.0,3485097044.0,3485097044.0,-43.97,12.35,34.85097044,34.85097044,603335.SH,广东,汽车配件,主板,20170620,汽车配件,,2026-06-29 13:11:43
002512,ST达华,3.16,-5.11,311960.0,99600826.85,3483636557.0,3458467631.0,23.91,10.71,34.83636557,34.58467631,002512.SZ,福建,IT设备,主板,20101203,IT设备,,2026-06-29 13:11:43
300213,佳讯飞鸿,5.86,-3.62,102649.0,60730313.0,3482976908.0,3236020146.0,1114.06,1.7,34.82976908,32.36020146,300213.SZ,北京,通信设备,创业板,20110505,通信设备,,2026-06-29 13:11:43
300501,海顺新材,12.52,-0.24,46422.0,57905012.0,3482847354.0,1786286130.0,-80.39,2.72,34.82847354,17.8628613,300501.SZ,上海,广告包装,创业板,20160204,广告包装,,2026-06-29 13:11:43
300830,金现代,7.71,-1.78,71076.0,55525954.0,3482150159.0,2598923592.0,-110.64,2.65,34.82150159,25.98923592,300830.SZ,山东,软件服务,创业板,20200506,软件服务,,2026-06-29 13:11:43
300230,永利股份,4.28,-1.83,58499.0,25141287.0,3480553527.0,2695640296.0,21.25,1.11,34.80553527,26.95640296,300230.SZ,上海,塑料,创业板,20110615,塑料,,2026-06-29 13:11:43
300608,思特奇,10.0,-6.63,159840.0,164430045.02,3480291120.0,3043660580.0,-12.84,2.43,34.8029112,30.4366058,300608.SZ,北京,软件服务,创业板,20170213,软件服务,,2026-06-29 13:11:43
301332,德尔玛,7.54,0.13,17564.0,13112376.0,3480181250.0,1996895410.0,39.96,1.2,34.8018125,19.9689541,301332.SZ,广东,家用电器,创业板,20230518,家用电器,,2026-06-29 13:11:43
300808,久量股份,21.75,-1.94,18185.0,39075310.0,3480000000.0,2586065822.0,-50.93,3.71,34.8,25.86065822,300808.SZ,湖北,家用电器,创业板,20191129,家用电器,,2026-06-29 13:11:43
300414,中光防雷,10.66,-3.0,47494.0,51445571.8,3475367508.0,3342334588.0,106.17,3.49,34.75367508,33.42334588,300414.SZ,四川,通信设备,创业板,20150513,通信设备,,2026-06-29 13:11:43
301102,兆讯传媒,8.56,-1.15,11599.0,9941396.51,3475360000.0,3475360000.0,151.73,1.17,34.7536,34.7536,301102.SZ,天津,广告包装,创业板,20220328,广告包装,,2026-06-29 13:11:43
600805,悦达投资,4.08,-0.97,68380.0,27745763.0,3471649536.0,3469123501.0,58.85,0.81,34.71649536,34.69123501,600805.SH,江苏,综合类,主板,19940103,综合类,,2026-06-29 13:11:43
301195,北路智控,26.26,-0.76,23389.0,62070465.08,3468153998.0,2302734883.0,32.63,1.45,34.68153998,23.02734883,301195.SZ,江苏,软件服务,创业板,20220801,软件服务,,2026-06-29 13:11:43
688302,海创药业-U,35.02,5.93,20067.0,68045563.0,3467526242.0,3467526242.0,-29.01,3.35,34.67526242,34.67526242,688302.SH,四川,生物制药,科创板,20220412,生物制药,,2026-06-29 13:11:43
002474,榕基软件,5.57,-1.76,125909.0,70581012.0,3465654000.0,2945595114.0,-111.15,2.63,34.65654,29.45595114,002474.SZ,福建,软件服务,主板,20100915,软件服务,,2026-06-29 13:11:43
300062,中能电气,5.5,-1.26,106706.0,58971344.49,3464655535.0,2520970375.0,308.95,2.25,34.64655535,25.20970375,300062.SZ,福建,电气设备,创业板,20100319,电气设备,,2026-06-29 13:11:43
300264,佳创视讯,8.04,-17.71,615222.0,546476409.34,3464094445.0,2977907082.0,-217.77,397.33,34.64094445,29.77907082,300264.SZ,深圳,软件服务,创业板,20110916,软件服务,,2026-06-29 13:11:43
603679,华体科技,19.49,-4.93,64242.0,128259530.0,3463104369.0,3463104369.0,-61.36,3.93,34.63104369,34.63104369,603679.SH,四川,电气设备,主板,20170621,电气设备,,2026-06-29 13:11:43
003002,壶化股份,17.3,-3.51,27185.0,47430222.0,3460000000.0,3163257858.0,54.1,2.29,34.6,31.63257858,003002.SZ,山西,化工原料,主板,20200922,化工原料,,2026-06-29 13:11:43
603798,康普顿,13.49,-5.47,38837.0,53707555.0,3459505779.0,3459505779.0,18.62,2.84,34.59505779,34.59505779,603798.SH,山东,石油加工,主板,20160406,石油加工,,2026-06-29 13:11:43
688023,安恒信息,33.85,-0.73,15630.0,53132333.0,3458628591.0,3458628591.0,-7.58,1.54,34.58628591,34.58628591,688023.SH,浙江,软件服务,科创板,20191105,软件服务,,2026-06-29 13:11:43
603566,普莱柯,9.99,1.83,19084.0,18703605.0,3457162107.0,3457162107.0,21.22,1.38,34.57162107,34.57162107,603566.SH,河南,农业综合,主板,20150518,农业综合,,2026-06-29 13:11:43
600794,保税科技,2.88,-0.69,61802.0,17664432.0,3456438212.0,3456438212.0,37.31,1.4,34.56438212,34.56438212,600794.SH,江苏,仓储物流,主板,19970306,仓储物流,,2026-06-29 13:11:43
300404,博济医药,8.96,8.08,158651.0,138370502.32,3456310484.0,2558219884.0,52.49,3.25,34.56310484,25.58219884,300404.SZ,广东,医疗保健,创业板,20150424,医疗保健,,2026-06-29 13:11:43
300052,中青宝,13.19,-6.45,254440.0,347329892.32,3453916385.0,3453817460.0,-60.17,10.03,34.53916385,34.5381746,300052.SZ,深圳,互联网,创业板,20100211,互联网,,2026-06-29 13:11:43
300603,立昂技术,7.43,-2.11,81188.0,60728534.0,3453450856.0,2778308846.0,-28.11,2.74,34.53450856,27.78308846,300603.SZ,新疆,通信设备,创业板,20170126,通信设备,,2026-06-29 13:11:43
688215,瑞晟智能,38.18,-1.22,5681.0,22041914.0,3449611145.0,3449611145.0,96.91,7.16,34.49611145,34.49611145,688215.SH,浙江,专用机械,科创板,20200828,专用机械,,2026-06-29 13:11:43
920019,铜冠矿建,16.4,-0.85,19767.0,32604949.84,3448373880.0,2747584922.0,51.6,3.77,34.4837388,27.47584922,920019.BJ,安徽,建筑工程,北交所,20241011,建筑工程,,2026-06-29 13:11:43
603357,设计总院,6.15,-0.65,24618.0,14987947.0,3447341006.0,3447341006.0,43.27,0.86,34.47341006,34.47341006,603357.SH,安徽,建筑工程,主板,20170801,建筑工程,,2026-06-29 13:11:43
920020,泰凯英,15.32,-1.03,7962.0,12158667.5,3446157400.0,851805803.0,21.02,3.02,34.461574,8.51805803,920020.BJ,山东,汽车配件,北交所,20251028,汽车配件,,2026-06-29 13:11:43
002090,金智科技,8.6,-3.59,74987.0,64992376.0,3444962811.0,3424422657.0,39.39,2.22,34.44962811,34.24422657,002090.SZ,江苏,电气设备,主板,20061208,电气设备,,2026-06-29 13:11:43
000903,ST云动,1.78,-1.66,139876.0,24844800.44,3444023050.0,3418065733.0,-22.19,5.6,34.4402305,34.18065733,000903.SZ,云南,汽车配件,主板,19990415,汽车配件,,2026-06-29 13:11:43
301220,亚香股份,30.51,1.5,20637.0,64040211.8,3440638328.0,2373098554.0,54.52,1.99,34.40638328,23.73098554,301220.SZ,江苏,化工原料,创业板,20220622,化工原料,,2026-06-29 13:11:43
603579,荣泰健康,17.1,1.73,23146.0,38869563.0,3437995424.0,3437995424.0,12.32,1.24,34.37995424,34.37995424,603579.SH,上海,家用电器,主板,20170111,家用电器,,2026-06-29 13:11:43
301361,众智科技,29.55,-1.7,10446.0,31134137.91,3437728800.0,1664728800.0,41.45,2.79,34.377288,16.647288,301361.SZ,河南,电气设备,创业板,20221116,电气设备,,2026-06-29 13:11:43
603409,汇通控股,18.3,0.66,22490.0,40519745.0,3436335442.0,985967620.0,20.65,2.27,34.36335442,9.8596762,603409.SH,安徽,汽车配件,主板,20250304,汽车配件,,2026-06-29 13:11:43
001226,拓山重工,46.02,-5.27,11282.0,53444725.0,3436161534.0,1561292928.0,81.71,4.62,34.36161534,15.61292928,001226.SZ,安徽,工程机械,主板,20220622,工程机械,,2026-06-29 13:11:43
002829,星网宇达,16.53,-3.05,45504.0,76348018.0,3435089283.0,2414248222.0,-32.36,2.22,34.35089283,24.14248222,002829.SZ,北京,航空,主板,20161213,航空,,2026-06-29 13:11:43
600506,统一股份,13.76,-2.82,51424.0,71409981.0,3434834689.0,3434834689.0,13.62,6.87,34.34834689,34.34834689,600506.SH,新疆,石油加工,主板,20011226,石油加工,,2026-06-29 13:11:43
300231,银信科技,7.73,-2.4,65383.0,50912413.4,3434414774.0,3434238414.0,67.13,2.17,34.34414774,34.34238414,300231.SZ,北京,软件服务,创业板,20110615,软件服务,,2026-06-29 13:11:43
300123,ST亚光,3.36,-4.82,229037.0,77862957.0,3433362653.0,3339908487.0,-29.06,11.0,34.33362653,33.39908487,300123.SZ,湖南,半导体,创业板,20100928,半导体,,2026-06-29 13:11:43
301033,迈普医学,51.2,13.37,18576.0,89727053.14,3432940544.0,2885307443.0,41.43,4.44,34.32940544,28.85307443,301033.SZ,广东,医疗保健,创业板,20210726,医疗保健,,2026-06-29 13:11:43
002339,积成电子,6.81,-0.87,108016.0,73493962.96,3432868386.0,3260086462.0,-11.7,1.98,34.32868386,32.60086462,002339.SZ,山东,电气设备,主板,20100122,电气设备,,2026-06-29 13:11:43
603006,联明股份,13.48,-2.88,56640.0,77417940.0,3427347290.0,3427347290.0,38.84,2.68,34.2734729,34.2734729,603006.SH,上海,汽车配件,主板,20140630,汽车配件,,2026-06-29 13:11:43
001215,千味央厨,35.25,-10.01,44155.0,158500916.0,3424905722.0,3415782881.0,37.88,1.84,34.24905722,34.15782881,001215.SZ,河南,食品,主板,20210906,食品,,2026-06-29 13:11:43
002197,证通电子,5.57,-2.79,126316.0,71373882.81,3422001509.0,2974380067.0,478.38,1.94,34.22001509,29.74380067,002197.SZ,深圳,IT设备,主板,20071218,IT设备,,2026-06-29 13:11:43
301190,善水科技,15.94,-0.75,21958.0,34724498.0,3421305810.0,2281077760.0,22.53,1.73,34.2130581,22.8107776,301190.SZ,江西,染料涂料,创业板,20211224,染料涂料,,2026-06-29 13:11:43
300650,太龙股份,14.17,-7.99,263492.0,386110387.97,3420675862.0,2413793482.0,111.38,2.39,34.20675862,24.13793482,300650.SZ,福建,元器件,创业板,20170503,元器件,,2026-06-29 13:11:43
301456,盘古智能,22.46,-2.18,9937.0,22456931.0,3415926240.0,1366715436.0,48.19,1.54,34.1592624,13.66715436,301456.SZ,山东,电气设备,创业板,20230714,电气设备,,2026-06-29 13:11:43
688358,祥生医疗,30.45,1.5,11307.0,33620605.0,3414224916.0,3409657416.0,18.54,2.41,34.14224916,34.09657416,688358.SH,江苏,医疗保健,科创板,20191203,医疗保健,,2026-06-29 13:11:43
688716,中研股份,28.05,-6.44,25690.0,74015456.0,3413124000.0,1961457119.0,-177.26,2.96,34.13124,19.61457119,688716.SH,吉林,化工原料,科创板,20230920,化工原料,,2026-06-29 13:11:43
603105,芯能科技,6.82,-0.73,68353.0,46618243.0,3410076500.0,3410076500.0,372.5,1.66,34.100765,34.100765,603105.SH,浙江,电气设备,主板,20180709,电气设备,,2026-06-29 13:11:43
603716,塞力医疗,15.1,4.93,143144.0,208321662.0,3409440627.0,3409440627.0,-48.65,3.09,34.09440627,34.09440627,603716.SH,湖北,医药商业,主板,20161031,医药商业,,2026-06-29 13:11:43
603551,奥普科技,8.85,2.43,17588.0,15332279.0,3404450303.0,3361970303.0,20.71,2.75,34.04450303,33.61970303,603551.SH,浙江,家居用品,主板,20200115,家居用品,,2026-06-29 13:11:43
301509,金凯生科,28.22,5.97,35619.0,97579496.96,3399004999.0,1601228988.0,51.06,1.61,33.99004999,16.01228988,301509.SZ,辽宁,化学制药,创业板,20230803,化学制药,,2026-06-29 13:11:43
688133,泰坦科技,20.66,-1.76,40517.0,85473151.0,3397267945.0,3397267945.0,-26.22,1.25,33.97267945,33.97267945,688133.SH,上海,化工原料,科创板,20201030,化工原料,,2026-06-29 13:11:43
000797,中国武夷,2.16,-1.82,208269.0,44812662.36,3392829109.0,3392313536.0,-8.81,0.73,33.92829109,33.92313536,000797.SZ,福建,全国地产,主板,19970715,全国地产,,2026-06-29 13:11:43
300654,世纪天鸿,9.26,-4.44,122190.0,113797887.68,3390316130.0,3265411573.0,155.35,4.04,33.9031613,32.65411573,300654.SZ,山东,出版业,创业板,20170926,出版业,,2026-06-29 13:11:43
300662,科锐国际,17.22,0.7,30501.0,52043319.0,3389005502.0,3379170213.0,9.22,1.47,33.89005502,33.79170213,300662.SZ,北京,文教休闲,创业板,20170608,文教休闲,,2026-06-29 13:11:43
300978,东箭科技,8.01,-2.32,46685.0,37742241.54,3385848939.0,2299584644.0,26.49,2.19,33.85848939,22.99584644,300978.SZ,广东,汽车配件,创业板,20210426,汽车配件,,2026-06-29 13:11:43
603918,金桥信息,9.26,-1.49,50376.0,47010516.0,3380895691.0,3380895691.0,-27.75,3.45,33.80895691,33.80895691,603918.SH,上海,软件服务,主板,20150528,软件服务,,2026-06-29 13:11:43
002952,亚世光电,20.57,-6.37,39978.0,84195901.0,3380473800.0,2707938308.0,94.63,3.87,33.804738,27.07938308,002952.SZ,辽宁,元器件,主板,20190328,元器件,,2026-06-29 13:11:43
301577,美信科技,75.02,-8.32,13011.0,102389342.84,3378113090.0,1413463448.0,-65.48,4.59,33.7811309,14.13463448,301577.SZ,广东,元器件,创业板,20240124,元器件,,2026-06-29 13:11:43
688533,上声电子,20.44,-0.15,8318.0,16927648.0,3372335118.0,3372335118.0,34.66,1.96,33.72335118,33.72335118,688533.SH,江苏,汽车配件,科创板,20210419,汽车配件,,2026-06-29 13:11:43
300980,祥源新材,24.42,-3.93,37004.0,92296665.0,3371552135.0,2401498160.0,48.67,2.41,33.71552135,24.0149816,300980.SZ,湖北,塑料,创业板,20210421,塑料,,2026-06-29 13:11:43
301181,标榜股份,22.43,-4.19,20852.0,47619121.5,3369059212.0,2629594261.0,32.75,2.36,33.69059212,26.29594261,301181.SZ,江苏,汽车配件,创业板,20220221,汽车配件,,2026-06-29 13:11:43
603291,联合水务,7.96,-1.61,38885.0,30856795.0,3368836008.0,3368836008.0,56.6,1.93,33.68836008,33.68836008,603291.SH,江苏,水务,主板,20230327,水务,,2026-06-29 13:11:43
000668,荣丰控股,22.94,1.06,37717.0,86286386.0,3368552957.0,3368552957.0,-66.4,4.51,33.68552957,33.68552957,000668.SZ,山东,房产服务,主板,19961210,房产服务,,2026-06-29 13:11:43
301449,天溯计量,36.88,-1.65,7268.0,26936690.9,3367304354.0,757643506.0,222.36,3.03,33.67304354,7.57643506,301449.SZ,深圳,电器仪表,创业板,20251223,电器仪表,,2026-06-29 13:11:43
688084,晶品特装,44.5,-2.88,8761.0,39494556.0,3366828437.0,3366828437.0,-400.91,2.2,33.66828437,33.66828437,688084.SH,北京,专用机械,科创板,20221208,专用机械,,2026-06-29 13:11:43
603232,格尔软件,14.38,-2.71,47945.0,70049548.0,3366101964.0,3326093928.0,-29.47,2.59,33.66101964,33.26093928,603232.SH,上海,软件服务,主板,20170421,软件服务,,2026-06-29 13:11:43
300839,博汇股份,11.41,-4.52,51986.0,60719471.59,3365534391.0,3305352140.0,18.0,4.18,33.65534391,33.0535214,300839.SZ,浙江,石油加工,创业板,20200630,石油加工,,2026-06-29 13:11:43
301428,世纪恒通,34.1,-6.16,52905.0,186555639.78,3364533345.0,2374296216.0,51.03,2.79,33.64533345,23.74296216,301428.SZ,贵州,互联网,创业板,20230519,互联网,,2026-06-29 13:11:43
688569,铁科轨道,15.97,-1.05,6335.0,10029827.0,3364347199.0,3364347199.0,47.03,1.16,33.64347199,33.64347199,688569.SH,北京,运输设备,科创板,20200831,运输设备,,2026-06-29 13:11:43
605069,正和生态,15.87,9.37,158627.0,248826499.0,3359643737.0,3359643737.0,-65.09,4.89,33.59643737,33.59643737,605069.SH,北京,环境保护,主板,20210816,环境保护,,2026-06-29 13:11:43
603109,神驰机电,16.08,-2.55,15309.0,24696350.0,3358281629.0,3358281629.0,36.16,1.75,33.58281629,33.58281629,603109.SH,重庆,电气设备,主板,20191231,电气设备,,2026-06-29 13:11:43
603351,威尔药业,24.78,2.61,6589.0,15952895.0,3356181691.0,3356181691.0,22.29,1.91,33.56181691,33.56181691,603351.SH,江苏,化学制药,主板,20190130,化学制药,,2026-06-29 13:11:43
600262,北方股份,19.73,-0.25,37679.0,72910084.0,3354100000.0,3354100000.0,11.14,1.79,33.541,33.541,600262.SH,内蒙,专用机械,主板,20000630,专用机械,,2026-06-29 13:11:43
605077,华康股份,11.06,0.09,51115.0,55842691.0,3351734283.0,3311691553.0,37.79,1.13,33.51734283,33.11691553,605077.SH,浙江,食品,主板,20210209,食品,,2026-06-29 13:11:43
300464,星徽股份,7.17,-7.0,98184.0,73678010.0,3350538584.0,2546372980.0,260.1,18.92,33.50538584,25.4637298,300464.SZ,广东,机械基件,创业板,20150610,机械基件,,2026-06-29 13:11:43
000850,华茂股份,3.55,-0.56,67749.0,23973421.99,3350010782.0,3348982539.0,-4.24,0.75,33.50010782,33.48982539,000850.SZ,安徽,纺织,主板,19981007,纺织,,2026-06-29 13:11:43
300311,ST任子行,4.97,0.2,39615.0,19670215.94,3347941846.0,2670923192.0,-33.01,5.12,33.47941846,26.70923192,300311.SZ,深圳,软件服务,创业板,20120425,软件服务,,2026-06-29 13:11:43
300729,乐歌股份,9.8,0.51,18070.0,17641975.57,3347811369.0,3223394420.0,1037.74,0.94,33.47811369,32.2339442,300729.SZ,浙江,家居用品,创业板,20171201,家居用品,,2026-06-29 13:11:43
002811,郑中设计,10.87,-3.12,38790.0,42080144.0,3347633954.0,3071720233.0,23.42,2.35,33.47633954,30.71720233,002811.SZ,深圳,装修装饰,主板,20160908,装修装饰,,2026-06-29 13:11:43
605162,新中港,7.55,-2.2,75742.0,57389112.0,3343489648.0,3343489648.0,68.84,2.11,33.43489648,33.43489648,605162.SH,浙江,供气供热,主板,20210707,供气供热,,2026-06-29 13:11:43
600053,*ST九鼎,7.71,-3.02,15681.0,12088828.0,3342599568.0,3342599568.0,-24.43,1.5,33.42599568,33.42599568,600053.SH,江西,多元金融,主板,19970418,多元金融,,2026-06-29 13:11:43
301208,中亦科技,27.81,-3.03,10730.0,30265039.0,3337201669.0,1837463989.0,129.19,2.15,33.37201669,18.37463989,301208.SZ,北京,软件服务,创业板,20220707,软件服务,,2026-06-29 13:11:43
301060,兰卫医学,8.33,3.48,85591.0,69904574.88,3336306610.0,3000186170.0,22.6,2.2,33.3630661,30.0018617,301060.SZ,上海,医疗保健,创业板,20210913,医疗保健,,2026-06-29 13:11:43
002107,沃华医药,5.78,3.21,88905.0,50350127.04,3336271488.0,3302657412.0,22.76,4.93,33.36271488,33.02657412,002107.SZ,山东,中成药,主板,20070124,中成药,,2026-06-29 13:11:43
300154,瑞凌股份,7.42,-2.75,63973.0,48179423.0,3335699591.0,2338446026.0,29.92,1.95,33.35699591,23.38446026,300154.SZ,深圳,机械基件,创业板,20101229,机械基件,,2026-06-29 13:11:43
600734,*ST实达,1.53,-4.97,504903.0,77791490.0,3332803752.0,3332115252.0,-69.71,14.54,33.32803752,33.32115252,600734.SH,福建,软件服务,主板,19960808,软件服务,,2026-06-29 13:11:43
603725,天安新材,10.93,-6.9,111079.0,124245931.0,3332094442.0,3332094442.0,43.01,3.87,33.32094442,33.32094442,603725.SH,广东,塑料,主板,20170906,塑料,,2026-06-29 13:11:43
688606,奥泰生物,42.0,2.44,4440.0,18285288.0,3329795910.0,3329795910.0,42.92,0.87,33.2979591,33.2979591,688606.SH,浙江,医疗保健,科创板,20210325,医疗保健,,2026-06-29 13:11:43
002899,英派斯,22.47,-0.66,33141.0,74592996.52,3320998051.0,3320998051.0,55.33,1.89,33.20998051,33.20998051,002899.SZ,山东,文教休闲,主板,20170915,文教休闲,,2026-06-29 13:11:43
603903,中持股份,13.0,1.25,221932.0,293920583.0,3319153240.0,3319153240.0,48.11,2.32,33.1915324,33.1915324,603903.SH,北京,环境保护,主板,20170314,环境保护,,2026-06-29 13:11:43
600684,珠江股份,3.0,-0.66,145889.0,43676077.0,3318222849.0,2560382169.0,-127.78,2.63,33.18222849,25.60382169,600684.SH,广东,区域地产,主板,19931028,区域地产,,2026-06-29 13:11:43
600127,金健米业,5.17,0.19,97268.0,49947572.0,3318019237.0,3318019237.0,4739.36,4.94,33.18019237,33.18019237,600127.SH,湖南,农业综合,主板,19980506,农业综合,,2026-06-29 13:11:43
001317,三羊马,38.77,-0.77,29509.0,114162469.36,3317385988.0,3314114770.0,-2781.29,3.27,33.17385988,33.1411477,001317.SZ,重庆,铁路,主板,20211130,铁路,,2026-06-29 13:11:43
003015,日久光电,11.8,-6.2,109207.0,131295581.0,3316586671.0,2918437950.0,80.02,3.01,33.16586671,29.1843795,003015.SZ,江苏,元器件,主板,20201021,元器件,,2026-06-29 13:11:43
002296,辉煌科技,8.51,-2.96,70622.0,60312221.46,3315329374.0,2955730942.0,9.8,1.35,33.15329374,29.55730942,002296.SZ,河南,通信设备,主板,20090929,通信设备,,2026-06-29 13:11:43
605158,华达新材,6.48,-3.71,40656.0,26559431.0,3314001600.0,3314001600.0,-28.71,1.38,33.140016,33.140016,605158.SH,浙江,钢加工,主板,20200805,钢加工,,2026-06-29 13:11:43
002849,威星智能,15.02,-5.0,61108.0,94340049.8,3313922920.0,3287075692.0,32.55,2.41,33.1392292,32.87075692,002849.SZ,浙江,电器仪表,主板,20170217,电器仪表,,2026-06-29 13:11:43
603309,维力医疗,11.35,2.62,27246.0,30239828.0,3312740594.0,3312740594.0,13.82,1.91,33.12740594,33.12740594,603309.SH,广东,医疗保健,主板,20150302,医疗保健,,2026-06-29 13:11:43
002932,*ST明德,14.24,-0.21,18234.0,25735923.65,3311098428.0,2222792729.0,-2193.35,0.6,33.11098428,22.22792729,002932.SZ,湖北,医疗保健,主板,20180710,医疗保健,,2026-06-29 13:11:43
688657,浩辰软件,34.69,-2.77,10458.0,36587589.0,3310132705.0,2070803697.0,194.47,2.4,33.10132705,20.70803697,688657.SH,江苏,软件服务,科创板,20231010,软件服务,,2026-06-29 13:11:43
300345,华民股份,5.7,-2.9,142252.0,82103592.4,3308729987.0,2733698312.0,-13.65,8.22,33.08729987,27.33698312,300345.SZ,湖南,电气设备,创业板,20120801,电气设备,,2026-06-29 13:11:43
300299,富春股份,4.79,0.0,121132.0,57875313.0,3306537407.0,3301378577.0,67.71,8.79,33.06537407,33.01378577,300299.SZ,福建,互联网,创业板,20120319,互联网,,2026-06-29 13:11:43
300317,珈伟新能,3.98,-2.93,438954.0,175702901.64,3304149852.0,3299075352.0,321.0,2.33,33.04149852,32.99075352,300317.SZ,深圳,电气设备,创业板,20120511,电气设备,,2026-06-29 13:11:43
605028,世茂能源,20.65,0.19,14131.0,28769611.0,3304000000.0,3304000000.0,275.51,2.58,33.04,33.04,605028.SH,浙江,供气供热,主板,20210712,供气供热,,2026-06-29 13:11:43
301203,国泰环保,41.2,-0.58,6868.0,27872061.0,3296000000.0,1806311000.0,44.3,2.36,32.96,18.06311,301203.SZ,浙江,环境保护,创业板,20230404,环境保护,,2026-06-29 13:11:43
605066,天正电气,6.56,-2.81,66266.0,43750939.0,3295961300.0,3295961300.0,42.64,1.89,32.959613,32.959613,605066.SH,浙江,电气设备,主板,20200807,电气设备,,2026-06-29 13:11:43
688571,杭华股份,7.77,-3.48,103780.0,81865040.0,3295806339.0,3295806339.0,29.45,2.01,32.95806339,32.95806339,688571.SH,浙江,染料涂料,科创板,20201211,染料涂料,,2026-06-29 13:11:43
000518,四环生物,3.2,2.56,302360.0,96719315.57,3294579910.0,3294514218.0,-72.8,10.19,32.9457991,32.94514218,000518.SZ,江苏,生物制药,主板,19930908,生物制药,,2026-06-29 13:11:43
301008,宏昌科技,25.14,4.49,46802.0,117255037.4,3292415703.0,2907208053.0,573.12,2.19,32.92415703,29.07208053,301008.SZ,浙江,家用电器,创业板,20210611,家用电器,,2026-06-29 13:11:43
301119,正强股份,22.61,-0.66,22577.0,51199621.42,3292016000.0,2662417940.0,32.26,3.12,32.92016,26.6241794,301119.SZ,浙江,汽车配件,创业板,20211122,汽车配件,,2026-06-29 13:11:43
002269,美邦服饰,1.31,-0.76,353451.0,45978766.5,3291375000.0,3070285088.0,529.55,15.38,32.91375,30.70285088,002269.SZ,上海,服饰,主板,20080828,服饰,,2026-06-29 13:11:43
000890,法尔胜,7.84,-1.13,155344.0,122139804.0,3288911109.0,3288809801.0,-89.51,168.25,32.88911109,32.88809801,000890.SZ,江苏,环境保护,主板,19990119,环境保护,,2026-06-29 13:11:43
002187,广百股份,4.69,0.0,89493.0,41670790.0,3287195829.0,3287195829.0,34.04,0.82,32.87195829,32.87195829,002187.SZ,广东,百货,主板,20071122,百货,,2026-06-29 13:11:43
300908,仲景食品,22.51,2.04,11919.0,26332522.94,3286460000.0,2777812200.0,15.3,1.93,32.8646,27.778122,300908.SZ,河南,食品,创业板,20201123,食品,,2026-06-29 13:11:43
000965,天保基建,2.96,-0.67,100626.0,29620365.0,3285099449.0,3285099449.0,12.85,0.6,32.85099449,32.85099449,000965.SZ,天津,区域地产,主板,20000406,区域地产,,2026-06-29 13:11:43
920961,创远信科,22.98,-5.04,41810.0,98315501.05,3282474874.0,2388779043.0,-92.78,4.39,32.82474874,23.88779043,920961.BJ,上海,电器仪表,北交所,20200727,电器仪表,,2026-06-29 13:11:43
603205,健尔康,21.04,2.14,6067.0,12441766.0,3282240000.0,869793600.0,29.86,2.16,32.8224,8.697936,603205.SH,江苏,医疗保健,主板,20241107,医疗保健,,2026-06-29 13:11:43
300710,万隆光电,32.99,-10.26,58907.0,199973159.45,3282184997.0,2460394629.0,-90.09,7.57,32.82184997,24.60394629,300710.SZ,浙江,通信设备,创业板,20171019,通信设备,,2026-06-29 13:11:43
